,Url,Description,Title,Modified,Geography
42,https://www.mercer.us/our-thinking/healthcare/lost-opportunities-gaps-in-employer-support-for-substance-use-disorders-part-4.html,"In this final post, we retell the story to give this employee the ideal member experience. You’ll see how it helped avoid higher levels of care, high treatment costs, and a lengthy leave of absence.",Lost Opportunities: Gaps in Employer Support for Substance Use Disorders - Part 4,2022-05-26T21:35:06Z,['north-america/united-states']
43,https://www.mercer.us/what-we-do/workforce-and-careers/workday-services.html,"Mercer’s Workday workforce management expertise ensures your programs, processes, and service delivery model are precisely aligned to unlock its full potential.",Workday Implementation & Service Partners,2022-02-23T17:56:06Z,['north-america/united-states']
44,https://www.mercer.us/our-thinking/dei-initiatives-overburdening-employees-from-underrepresented-groups.html,Are corporate leaders depending too heavily on employees from underrepresented groups to champion DEI strategies? Is this approach even appropriate?,Are you DEI initiatives overburdening employees from underrepresented groups?,2021-08-26T18:22:49Z,['north-america/united-states']
45,https://www.mercer.us/our-thinking/healthcare/promising-trends-in-health-and-benefits-for-black-employees.html,"Black History Month has prompted employers to review their benefits programs for opportunities to improve access, experience, and outcomes for their Black employees. Michael Garrett shares several promising trends.",Promising Trends in Health and Benefits for Black Employees,2022-02-24T22:55:16Z,['north-america/united-states']
46,https://www.mercer.us/what-we-do/health-and-benefits/solutions-for-large-enterprise.html,"Innovative strategies and solutions help large employers empower, retain and attract talent and transform healthcare. Explore your options by visiting Mercer today.",Large Enterprise,2022-03-29T16:06:16Z,['north-america/united-states']
47,https://www.mercer.us/newsroom/inside-employees-minds-2021.html,"US retirement system slips in global ranking, according to Mercer CFA Institute Global Pension Index",Inside Employees Minds 2021,2021-10-25T12:58:43Z,['north-america/united-states']
48,https://www.mercer.us/what-we-do/health-and-benefits/affinity-peos-delivery.html,One-stop shop for PEO organizations that incorporates those prescriptive and innovative ways of thinking. Offering our solutions as a bundled approach or customized to your needs.,Multiple Employer PEOS delivery,2022-04-25T16:42:47Z,['north-america/united-states']
49,https://www.mercer.us/our-thinking/career.html,"Explore Mercer's insights and thought leadership on global and U.S. events, trends and policies related to career.",Career,2022-05-09T13:53:38Z,['north-america/united-states']
50,https://www.mercer.com/what-we-do/workforce-and-careers/deliver-talent-led-change.html,Learn how human resource transformation can help you deliver exceptional employee experiences and increase efficiencies as digital implementation accelerates.,Human Resource Transformation: Driving Talent-Led Change,2022-04-13T11:26:13Z,"['north-america/united-states', 'global']"
51,https://www.mercer.us/our-thinking/healthcare/lost-opportunities-gaps-in-employer-support-for-substance-use-disorders-part-3.html,"This post is part of series that looks at an employee’s experience with a substance use disorder – in this case, alcohol – to show how employers can provide better support.",Lost Opportunities: Gaps in Employer Support for Substance Use Disorders - Part 3,2022-05-26T21:33:31Z,['north-america/united-states']
52,https://www.mercer.us/our-thinking/healthcare/lost-opportunities-gaps-in-employer-support-for-substance-use-disorders-part-2.html,"This post is part of series that looks at an employee’s experience with a substance use disorder – in this case, alcohol – to show how employers can provide better support.",Lost Opportunities: Gaps in Employer Support for Substance Use Disorders - Part 2,2022-05-26T21:31:29Z,['north-america/united-states']
53,https://www.mercer.us/what-we-do/health-and-benefits/employer-healthcare-transformation.html,"Here at Mercer, we help employers change the healthcare system through health and benefits innovations, cutting costs and improving care.","Employer Healthcare Solutions, Technology & Transformation",2021-09-16T13:21:59Z,['north-america/united-states']
54,https://www.mercer.us/what-we-do/health-and-benefits/consumer-centric-healthcare.html,HLTH 2021 and Mercer collaborate to forge the future of healthcare. See what the future brings by clicking the link above.,HLTH 2021 - Healthcare Transformation | Mercer,2022-05-06T12:31:16Z,"['north-america', 'north-america/united-states']"
55,https://www.mercer.us/our-thinking/healthcare/eeoc-wellness-incentive-rules-where-are-we-today.html,Steven Noeldner had the opportunity to discuss well-being incentives with an EEOC Commissioner. He shares highlights from the conversation and Mercer’s new infographic.,EEOC Wellness Incentive Rules – Where are We Today?,2022-01-13T23:16:01Z,['north-america/united-states']
56,https://www.mercer.us/our-thinking/diversity-equity-and-inclusion-in-the-workplace.html,"Discover how a strategic approach to diversity, equity, and inclusion can help your employees and business thrive.",Diversity Equity & Inclusion in the workplace,2022-03-28T10:59:05Z,['north-america/united-states']
57,https://www.mercer.us/our-thinking/managing-novel-coronavirus/ten-considerations-to-support-your-workforce.html,"COVID-19 was first reported on December 31, 2019 in Wuhan, the capital city of China’s Hubei province. With person-to-person transmission, reported cases grew exponentially - as of February 19, 2020, the World Health Organization (WHO) reported 75,20",COVID-19 Ten considerations to support your workforce,2021-12-07T18:59:09Z,['north-america/united-states']
58,https://www.mercer.us/about-us/offices/texas.html,"At Mercer Texas, we believe in brighter — we redefine the world of work, reshape retirement and investment outcomes, and unlock real health and well-being.",Texas Health & Employment Benefits Consulting,2022-03-15T14:38:24Z,"['north-america/united-states/texas', 'north-america/united-states']"
59,https://www.mercer.us/our-thinking/career/the-new-shape-of-work-is-flexible-working.html,Uncover ways to develop a flexible working strategy for your organization.,The new shape of work is flexible working,2021-10-21T17:03:30Z,['north-america/united-states']
60,https://www.mercer.us/what-we-do/workforce-and-careers/managed-payroll-services.html,Learn how Mercer can help you make payroll management smooth and stress-free.,Managed payroll services,2022-04-27T17:25:10Z,['north-america/united-states']
61,https://www.mercer.us/about-us/offices/texas-dallas.html,"At Mercer Texas, we believe in brighter — we redefine the world of work, reshape retirement and investment outcomes, and unlock real health and well-being.",Texas Health & Employment Benefits Consulting - Dallas,2022-05-05T21:29:18Z,"['north-america/united-states/texas', 'north-america/united-states']"
62,https://www.mercer.com/what-we-do/workforce-and-careers/redesigning-hr-model.html,"Successful HR transformations rethinking four key dimensions including processes, systems, content and organization, leveraging technology to increase impact results.",Improve efficiency by redesigning HR model,2021-08-25T23:00:49Z,"['north-america/united-states', 'global']"
63,https://www.mercer.us/our-thinking/career/pulsing-with-purpose-questions-to-consider-before-launching-an-employee-pulse-survey.html,Thinking about launching a pulse survey program to power your employee research? Here are 5 questions to consider before you start. Read the blog.,Pulsing with a Purpose: 5 Questions to Consider Before You Launch an Employee Pulse Survey,2021-06-10T18:18:43Z,"['north-america/united-states', 'north-america']"
64,https://www.mercer.us/what-we-do/workforce-and-careers.html,Mercer is helping organizations find new ways to drive performance through talent.,Workforce and Careers,2022-04-07T15:25:38Z,['north-america/united-states']
65,https://www.mercer.us/what-we-do/mergers-and-acquisitions/project-management-office.html,"Mercer’s M&A project management services can meet your organization's exact needs, whether it’s bolstering in-house resources or managing the entire project.",Project Management Office (PMO) - M&A | Mercer,2022-05-17T13:45:50Z,['north-america/united-states']
66,https://www.mercer.us/our-thinking/career/preparing-for-the-future-of-work-evaluating-the-effectiveness-your-employee-value-proposition.html,"What drives employee motivation, satisfaction and commitment? Our research uncovered 7 critical elements of an effective employee value proposition. Learn more.",How to Evaluate the Effectiveness of Your Employee Value Proposition,2022-02-08T20:05:31Z,"['north-america/united-states', 'north-america']"
67,https://www.mercer.us/what-we-do/health-and-benefits/solutions-for-midsize-employers/healthcare-industry.html,"The healthcare industry is challenged with the complexity of trying to balance rising costs with attracting & retaining talent. Mercer provides a holistic approach to health & benefits, retirement & other HR solutions to give you an edge.",Solutions for midsize employers - Healthcare Industry,2022-06-02T15:25:08Z,['north-america/united-states']
68,https://www.mercer.co.in/what-we-do/workforce-and-careers/deliver-talent-led-change.html,Transforming the HR function to deliver an exceptional employee experience while driving efficiency requires the acceleration of digital implementation.,Deliver talent-led change by transforming the HR function,2022-02-07T03:18:16Z,"['north-america/united-states', 'asia-pacific/india']"
69,https://www.mercer.com/newsroom/mercer-introduces-mercers-mobility-management-platform-in-collaboration-with-servicenow.html,"Mercer is pleased to announce the introduction of Mercer Mobility Management Platform (MMP) in collaboration with ServiceNow. This innovative, cloud-based technology platform is designed to reduce the complexity, costs and risks of talent mobility programs while improving the employee experience.",Mercer introduces Mercers Mobility Management Platform in Collaboration with Servicenow,2022-04-21T18:41:00Z,"['north-america/united-states', 'global']"
70,https://www.mercer.us/what-we-do/workforce-and-careers/workforce-and-organization-transformation.html,"Find out how a people-centric, evidence-based approach to transformation can help unlock future growth by helping companies reshape work and their people experience.",Workforce and organization transformation,2022-04-08T20:07:43Z,['north-america/united-states']
71,https://www.mercer.us/our-thinking/healthcare/lets-get-real-about-inclusive-benefits.html,"Organizations can reap extensive rewards by taking a holistic view of diversity, equity and inclusion – and providing inclusive benefits is a good place to start.",Let’s Get Real About Inclusive Benefits,2022-05-17T17:28:23Z,['north-america/united-states']
72,https://www.mercer.us/about-us/offices/socal.html,"At Mercer Southern California, we believe in brighter — we redefine the world of work, reshape retirement and investment outcomes, and unlock real health and well-being.",Southern California Health & Employment Benefits Consulting,2022-04-18T14:47:34Z,"['north-america/united-states/california', 'north-america/united-states']"
73,https://www.mercer.us/what-we-do/workforce-and-careers/hr-transformation.html,HR transformation is necessary in today's fast-paced global business environment. Learn to enhance your HR strategies and HR technologies for long-term success.,HR Transformation,2021-08-24T20:57:39Z,['north-america/united-states']
74,https://www.mercer.us/what-we-do/workforce-and-careers/deliver-talent-led-change.html,Learn how human resource transformation can help you deliver exceptional employee experiences and increase efficiencies as digital implementation accelerates.,Human Resource Transformation: Driving Talent-Led Change,2022-01-04T15:36:13Z,['north-america/united-states']
75,https://www.mercer.us/about-us/offices/virginia.html,"At Mercer, Virgina — we redefine the world of work, reshape retirement and investment outcomes, and unlock real health and well-being.",Meet your Mercer Virginia consulting team,2022-06-02T18:33:35Z,"['north-america/united-states/Virginia', 'north-america/united-states']"
76,https://www.mercer.us/what-we-do/health-and-benefits/solutions-for-midsize-employers/manufacturing-industry.html,"The manufacturing industry is challenged with the complexity of trying to balance rising costs with attracting & retaining talent. Mercer provides a holistic approach to health & benefits, retirement & other HR solutions to give you an edge.",Solutions for midsize employers - Manufacturing industry,2022-03-30T15:24:10Z,['north-america/united-states']
77,https://www.mercer.us/newsroom/mercer-appoints-rob-ridge-as-west-market-business-leader-wealth.html,"Mercer has named Rob Ridge West Market Business Leader, Wealth. Ridge will focus on expanding Mercer’s Wealth capabilities in this critical growth market to deliver innovative client solutions and profitably grow the business.","Mercer Appoints Rob Ridge as West Market Business Leader, Wealth",2022-05-25T18:37:54Z,['north-america/united-states']
78,https://www.mercer.us/what-we-do/workforce-and-careers/employee-communication/mercer-belong-and-belong-mobile-app.html,The Mercer Belong platform bridges the gap between your rewards programs and how you want your employees to interact with them. Learn about Mercer’s platform here.,Mercer Belong®,2022-06-06T15:51:55Z,['north-america/united-states']
79,https://www.mercer.us/what-we-do/health-and-benefits/mercer-indigo-on-demand-gig-worker-platform.html,Mercer Indigo: On demand worker benefits platform,Mercer Indigo: On demand worker benefits platform,2022-04-04T12:43:25Z,['north-america/united-states']
80,https://www.mercer.us/what-we-do/workforce-and-careers/workday-services/workday-optimization.html,"Mercer’s Workday workforce management expertise ensures your programs, processes, and service delivery model are precisely aligned to unlock Workday’s full potential.",Workday Optimization Services,2021-08-12T17:55:45Z,['north-america/united-states']
81,https://www.mercer.us/what-we-do/workforce-and-careers/workforce-strategy-and-analytics.html,Workforce Strategy and Analytics,Workforce Strategy and Analytics,2022-02-23T18:14:33Z,['north-america/united-states']
82,https://www.mercer.us/our-thinking/healthcare/survey-looks-at-vaccine-mandates-and-employee-turnover.html,Mercer launched a pulse survey on October 4 to learn from the experience of employers that have already implemented mandates -- and to discover what others see as the biggest hurdles,Survey Looks at Vaccine Mandates and Employee Turnover,2021-10-13T18:52:26Z,['north-america/united-states']
83,https://www.mercer.us/events/2022-mercer-summit-the-future-is-now.html,2022 Salt Lake City Summit Agenda,2022 Salt Lake City Summit,2022-03-04T11:16:01Z,['north-america/united-states']
84,https://www.mercer.us/our-thinking/career/enhance-digital-collaboration.html,Design a sustainable digital transformation journey.,Design for digital,2021-11-22T18:24:39Z,['north-america/united-states']
85,https://www.mercer.us/what-we-do/health-and-benefits/specialty-solutions/health-advantage.html,Our smart benefits can contain employer costs with focused care management for workers who have serious health needs. Explore these solutions from Mercer.,Health Cost Management - Healthcare Solutions | Mercer,2022-04-12T20:03:27Z,['north-america/united-states']
86,https://www.mercer.us/our-thinking/career/navigating-the-great-hr-reinvention.html,"COVID-19 pushed organizations to leave behind their exclusive focus on growth, efficiency and return, and pivot to resilience, flexibility and agility—democratizing work more than ever before.",Navigating the great HR reinvention,2022-04-25T13:09:58Z,['north-america/united-states']
87,https://www.mercer.us/what-we-do/health-and-benefits/mercer-indigo-gig-contractor-platform.html,Mercer Indigo: On demand worker benefits platform,Mercer Indigo: On demand worker benefits platform,2021-12-13T16:19:13Z,['north-america/united-states']
88,https://www.mercer.us/what-we-do/workforce-and-careers/pay-equity-analysis.html,We help organizations effectively address pay equity and ensure fairness in their rewards.,Pay Equity Analysis,2022-02-23T18:10:41Z,['north-america/united-states']
89,https://www.mercer.us/our-thinking/healthcare/employee-burnout-is-real-heres-how-to-help.html,"The evidence is accumulating: Manager reports, employee surveys, and even performance metrics indicate that employee pandemic fatigue and burnout is worsening. It’s tempting to think that as the nation emerges from the health and economic crises, emp",Employee Burnout is Real. Here’s How to Help,2021-06-24T15:48:21Z,['north-america/united-states']
90,https://www.mercer.us/what-we-do/health-and-benefits/specialty-solutions/health-advantage_DRAFT.html,Our smart benefits can contain employer costs with focused care management for workers who have serious health needs. Explore these solutions from Mercer.,Health Cost Management - Healthcare Solutions | Mercer,2022-04-07T22:17:45Z,['north-america/united-states']
91,https://www.mercer.us/about-mercer/lines-of-business/health-and-benefits.html,"Mercer is helping reinvent healthcare, wellness and other key benefits with innovative healthcare programs custom tailored to global and local requirements.",Health and Benefits - Our Lines of Business | Mercer,2022-02-18T17:14:32Z,['north-america/united-states']
92,https://www.mercer.us/our-thinking/stepping-up-for-equity.html,"How employers can close the career, health and wealth gaps faced by Black American workers.",Stepping up for equity,2022-04-22T19:01:18Z,['north-america/united-states']
93,https://www.mercer.us/our-thinking/health/mmb-2021-health-on-demand.html,Employers who show they care have an advantage to create a more resilient and loyal workforce. Read Health on Demand to learn what benefits employees value.,2021 Health on demand - Delivering the benefits employees want now,2021-09-21T14:59:00Z,['north-america/united-states']
94,https://www.mercer.us/what-we-do/health-and-benefits/specialty-solutions/stop-loss-insurance.html,"Mercer discusses how dedicated stop-loss insurance, claims management and clinical care management provide leverage to help shield you from high-cost claims.",Stop-Loss Insurance Services,2022-06-06T21:32:13Z,['north-america/united-states']
95,https://www.mercer.us/events/webcasts/mercer-accolade-and-employer-direct-healthcare.html,"Putting the “Virtual” in HealthCare, why human connection is so critical to personalizing benefits, care, and outcomes, especially in the new digital/virtual environment.","Mercer accolade and employer direct healthcare: Webinar - December 16, 2021",2021-12-17T19:56:19Z,['north-america/united-states']
96,https://www.mercer.us/our-thinking/career/improve-flexible-working.html,Discover designing flexible working strategies that are inclusive to all employees at all life stages.,Design for flexible working,2021-08-19T14:03:02Z,['north-america/united-states']
97,https://www.mercer.us/our-thinking/healthcare/time-to-revisit-your-aca-affordability-strategy.html,"It may be time to reevaluate your strategy for setting affordable contributions under ACA rules, especially if, you’ve been using the FPL Safe Harbor. Marty Roberts and Wade Symons explain.",Time to Revisit Your ACA Affordability Strategy?,2021-12-03T15:22:36Z,['north-america/united-states']
98,https://www.mercer.us/our-thinking/healthcare/consumer-empowerment-changing-the-benefits-solutions-landscape.html,Consumer empowerment in healthcare results in a shift of more responsibility of critical choice to employees who may not be best suited to make decisions.,Consumer Empowerment: Changing the Benefits Solutions Landscape,2021-08-11T14:51:02Z,"['north-america/united-states', 'north-america']"
99,https://www.mercer.us/what-we-do/workforce-and-careers/hr-accelerator.html,"Mercer’s HR Accelerator helps HR teams identify their most critical workforce needs from different parts of the organization using a systematic, data-driven approach. Request a demo.",Mercer HR Accelerator,2021-12-28T00:16:03Z,['north-america/united-states']
100,https://www.mercer.us/what-we-do/health-and-benefits/specialty-solutions/well-being.html,Our total health management solutions prioritize workers’ well-being for productivity and business performance. Get more by working with Mercer today.,Total Healthcare Management & Solutions | Mercer,2022-02-18T19:24:56Z,['north-america/united-states']
101,https://www.mercer.us/our-thinking/career/design-for-diversity-equity-and-inclusion.html,"Drive equality of opportunity, experience and pay in your workforce.","Design for diversity, equity and inclusion | Workplace DEI",2021-08-20T19:53:52Z,['north-america/united-states']
102,https://www.mercer.com/newsroom/mercer-to-acquire-thomsons-online-benefits.html,"Mercer has agreed to acquire Thomsons Online Benefits, a leading global benefits software business powered by its award-winning DarwinTM platform.",Mercer to acquire Thomsons Online Benefits,2022-02-02T17:15:09Z,"['global', 'north-america/united-states', 'europe/united-kingdom']"
